iter	MAE
539	0.07860859869
540	0.07857368489
541	0.07853296408
542	0.07851562897
543	0.07849411614
544	0.07848445186
545	0.07846889512
546	0.07844017992
547	0.07842313048
548	0.07839955538
549	0.07837127264
550	0.07836217207
551	0.07833311033
552	0.07831274377
553	0.07827083205
554	0.07826798473
555	0.07825677302
556	0.07825053899
557	0.078238363
558	0.07821492284
559	0.07819941007
560	0.07817901956
561	0.07816615267
562	0.07813337894
563	0.07812049798
564	0.07810577682
565	0.07808251543
566	0.07806795845
567	0.07806160908
568	0.07804677983
569	0.07803573553
570	0.07800418508
571	0.07798638184
572	0.07796821147
573	0.07795270355
574	0.07794200801
575	0.07791540029
576	0.07789881878
577	0.07787265676
578	0.0778612023
579	0.07783929254
580	0.0778065651
581	0.07779311085
582	0.07777508751
583	0.07775331214
584	0.07773738491
585	0.07772431578
586	0.07771012838
587	0.07770100175
588	0.07765975234
589	0.07764765232
590	0.07763603973
591	0.07762138888
592	0.07759648677
593	0.0775844992
594	0.07755873905
595	0.07754990929
596	0.07752963762
597	0.07752137297
598	0.07750270039
599	0.07748438947
600	0.07747087843
601	0.07745966683
602	0.07744349414
603	0.077426248
604	0.07738979726
605	0.07738723078
606	0.07737815173
607	0.07736847402
608	0.07735619315
609	0.0773404503
610	0.07732704981
611	0.07729958467
612	0.07728799579
613	0.07727827975
614	0.07726611036
615	0.0772530008
616	0.07723814762
617	0.07721722198
618	0.07720727917
619	0.07720725788
620	0.07719687814
621	0.07719620634
622	0.07718429212
623	0.07718335725
624	0.07718093777
625	0.07717394654
626	0.07717305246
627	0.07717170924
628	0.07716061632
629	0.07715342469
630	0.07714107501
631	0.07709799059
632	0.07707772106
633	0.07707248755
634	0.07705997506
635	0.0770516624
636	0.07703765749
637	0.07702887574
638	0.07701467157
639	0.07700854388
640	0.0770002954
641	0.07697517745
642	0.07695808368
643	0.07695019343
644	0.07694299864
645	0.07693578885
646	0.07692829831
647	0.07692423796
648	0.07691414462
649	0.0768853842
650	0.07687979304
651	0.07686047171
652	0.07685508456
653	0.07683398756
654	0.07682801445
655	0.07681504988
656	0.07680916276
657	0.07679797265
658	0.07677964182
659	0.07675739977
660	0.07675649969
661	0.07675506788
662	0.07675253633
663	0.07673724675
664	0.07672274812
665	0.07671811401
666	0.07671235086
667	0.07669915642
668	0.07669847288
669	0.07666956629
670	0.07666713225
671	0.07666667021
672	0.07665703567
673	0.07664315058
674	0.07663506269
675	0.07663407359
676	0.0766335277
677	0.07662568131
678	0.0766053018
679	0.0765919487
680	0.07658479818
681	0.07657635543
682	0.07654994766
683	0.07654265494
684	0.07652814895
685	0.07652603112
686	0.07651290398
687	0.07650537182
688	0.07647214248
689	0.07645190698
690	0.07644911946
691	0.07644707535
692	0.07643408621
693	0.07642668624
694	0.07641730866
695	0.07640461559
696	0.07639565128
697	0.07638256628
698	0.07637540603
699	0.07636063707
700	0.07635439093
701	0.07633589554
702	0.07632560554
703	0.07632061416
704	0.0763167041
705	0.0763146173
706	0.07631071242
707	0.0763031662
708	0.0762998801
709	0.07629699132
710	0.07629475701
711	0.07629048719
712	0.07628035628
713	0.07627240096
714	0.07625802864
715	0.07625272212
716	0.07624217052
717	0.07624152943
718	0.076236518
719	0.07622997143
720	0.07622821172
721	0.07622601705
722	0.07620901194
723	0.07620498354
724	0.07620090099
725	0.07615964181
726	0.07613074458
727	0.07612911532
728	0.07611355332
729	0.07610766756
730	0.07608138755
731	0.0760780041
732	0.07606035986
733	0.07604239236
734	0.07603892443
735	0.07601421147
736	0.0759878888
737	0.07598147533
738	0.07596741317
739	0.07595580841
740	0.07594766064
741	0.07593346654
742	0.0759137328
743	0.0759126975
744	0.0758889122
745	0.07585694887
746	0.07585382926
747	0.07584738744
748	0.07583854142
749	0.07583102452
750	0.07582975322
751	0.07582197525
752	0.07581116748
753	0.07580060484
754	0.07578061861
755	0.07577860173
756	0.07576316252
757	0.07576034781
758	0.07575334488
759	0.07574209195
760	0.0757400846
761	0.07573842828
762	0.07573803434
763	0.07572311938
764	0.07572236773
765	0.07572128844
766	0.07572092163
767	0.07570948385
768	0.0757081924
769	0.07570740959
770	0.07570229418
771	0.075677857
772	0.07567450159
773	0.0756623115
774	0.07565542713
775	0.07562875511
776	0.07561235895
777	0.07561008142
778	0.07560747852
779	0.07560689717
780	0.07560594537
781	0.07559906052
782	0.0755982356
783	0.07558682669
784	0.07557439436
785	0.07557394174
786	0.07556162907
787	0.07555265508
788	0.07554058376
789	0.07553365626
790	0.07552172937
791	0.07550390877
792	0.07549322273
793	0.07547422562
794	0.0754733139
795	0.07547156467
796	0.07547015808
797	0.07547011697
798	0.07546979437
799	0.0754599346
800	0.07545895282
801	0.07545434374
802	0.07545320156
803	0.07545080146
804	0.07544877106
805	0.0754478221
806	0.0754470949
807	0.07544200762
808	0.07543323613
809	0.07543191929
810	0.0754251051
811	0.07542309414
812	0.07542137932
813	0.07542111765
814	0.07542013678
815	0.07541695875
816	0.07541595059
817	0.07541591713
818	0.07541221499
819	0.07541201366
820	0.0754109919
821	0.07540529859
822	0.07539730144
823	0.07538578596
824	0.07538196084
825	0.07538149912
826	0.07538019265
827	0.07537937338
828	0.07537379275
829	0.07536868663
830	0.07536784671
831	0.07536745706
832	0.07536716453
833	0.07535972404
834	0.07535765507
835	0.07534518377
836	0.07533442771
837	0.07532014579
838	0.07531716489
839	0.07530707048
840	0.07529105298
841	0.07528741179
842	0.07528607576
843	0.0752860697
844	0.07528567933
845	0.07528493926
846	0.07524313691
847	0.07524148231
848	0.07522877803
849	0.07522722836
850	0.07522513485
851	0.07522463411
852	0.07522404035
853	0.07522198118
854	0.07522177454
855	0.07521577254
856	0.07520835337
857	0.07519329647
858	0.07519309628
859	0.07519290209
860	0.07519083362
861	0.07518786632
862	0.07518747743
863	0.0751760765
864	0.07517500997
865	0.07517117232
866	0.07517004655
867	0.07515273453
868	0.07513015365
869	0.07510563108
870	0.07509247149
871	0.07506316718
872	0.07505608135
873	0.07504534763
874	0.07504002895
875	0.07502510692
876	0.07501976925
877	0.07499869073
878	0.07497170848
879	0.07495300307
880	0.07493870078
881	0.07491482652
882	0.07490314035
883	0.07488335261
884	0.07487470609
885	0.07486992475
886	0.07486103662
887	0.07484797511
888	0.07484667036
889	0.07483243336
890	0.07480474013
891	0.07479896947
892	0.07479355249
893	0.07477679849
894	0.07475952161
895	0.07474856397
896	0.07473934002
897	0.07473784645
898	0.07473190521
899	0.07471529392
900	0.07471353385
901	0.07470746329
902	0.07469489278
903	0.07468870715
904	0.07468008054
905	0.07466337392
906	0.07465910049
907	0.07465437591
908	0.07465062477
909	0.0746339524
910	0.07462943716
911	0.07462149534
912	0.07461514967
913	0.07459374753
914	0.07458683198
915	0.07458523555
916	0.07456968594
917	0.07455213029
918	0.07454563727
919	0.07453001884
920	0.07451763293
921	0.07450578355
922	0.07450002828
923	0.07449039385
924	0.0744814758
925	0.07446213456
926	0.07445333206
927	0.07444510909
928	0.07443123116
929	0.07442064392
930	0.07440715724
931	0.0743855884
932	0.07437101372
933	0.0743624846
934	0.0743554635
935	0.07434617109
936	0.07434057371
937	0.07433453333
938	0.07431484462
939	0.07430083154
940	0.0742935058
941	0.07427983181
942	0.07427173387
943	0.07426466855
944	0.07425733959
945	0.07425311177
946	0.07423576386
947	0.07422527414
948	0.07421343705
949	0.07420846685
950	0.07418772489
951	0.0741789246
952	0.0741580828
953	0.07414744562
954	0.07413229534
955	0.07411758311
956	0.0741077634
957	0.07409088692
958	0.07408460708
959	0.07407614538
960	0.07406495182
961	0.07405237263
962	0.074043864
963	0.0740334374
964	0.07402238454
965	0.07401816596
966	0.07400990916
967	0.07400738148
968	0.0740031251
969	0.07399733799
970	0.07397289523
971	0.07396828469
972	0.0739650035
973	0.07395663354
974	0.07394638987
975	0.0739369039
976	0.07392997261
977	0.07392301154
978	0.07390303148
979	0.07389019432
980	0.07388317006
981	0.07387666519
982	0.07386504703
983	0.07385984807
984	0.07384731454
985	0.0738325591
986	0.0738296919
987	0.07381832998
988	0.07379636934
989	0.07377888746
990	0.07377241654
991	0.07376072564
992	0.07374428832
993	0.07373632176
994	0.07373627947
995	0.07373088855
996	0.07370795408
997	0.07369999952
998	0.0736982711
999	0.0736846515
1000	0.07367952847
1001	0.07367299229
1002	0.07366779181
1003	0.07365007158
1004	0.07363744577
1005	0.07362860453
1006	0.07362374075
1007	0.07361861493
1008	0.07361615258
1009	0.07360615558
1010	0.07359803838
1011	0.07358940881
1012	0.07358736242
1013	0.07358400114
1014	0.0735834987
1015	0.07358020033
1016	0.07356501985
1017	0.07355355227
1018	0.07354172905
1019	0.07353413848
1020	0.07352328141
1021	0.0735202975
1022	0.07351967465
1023	0.07351730302
1024	0.07350960028
1025	0.07350644252
1026	0.07349675271
1027	0.07349658465
1028	0.07349605795
1029	0.07347945029
1030	0.07347909552
1031	0.07347471375
1032	0.07346271857
1033	0.07346059589
1034	0.07345480851
1035	0.07345002833
1036	0.07343967505
1037	0.07343293168
1038	0.07341724971
1039	0.0734058548
1040	0.0734049983
1041	0.07339950595
1042	0.07339896527
1043	0.07339700378
1044	0.07338865252
1045	0.07338144914
1046	0.0733776456
1047	0.07336711845
1048	0.07335328665
1049	0.0733522198
1050	0.07334488283
1051	0.07333794691
1052	0.07333034477
1053	0.07332936692
1054	0.0733251002
1055	0.07331079958
1056	0.07330991374
1057	0.07330200957
1058	0.07329933136
1059	0.07329760683
1060	0.07329737071
1061	0.07327909487
1062	0.07327824414
1063	0.07326778228
1064	0.07326235217
1065	0.07325904822
1066	0.07325847635
1067	0.07325215659
1068	0.07324612813
1069	0.07324493741
1070	0.07322830332
1071	0.07321686471
1072	0.07320146362
1073	0.07319684382
1074	0.0731935375
1075	0.07318847491
1076	0.07318800053
1077	0.07318290986
1078	0.07318272199
1079	0.07317853599
1080	0.07317043916
1081	0.07316391412
1082	0.07316342125
1083	0.073163215
1084	0.0731617098
1085	0.07315169173
1086	0.07314488265
1087	0.07314071009
1088	0.073133258
1089	0.0731241404
1090	0.07311985995
1091	0.07311231362
1092	0.07311185231
1093	0.07309993635
1094	0.07308790579
1095	0.0730877161
1096	0.07308534501
1097	0.07308349998
1098	0.07308176672
1099	0.07308147174
1100	0.07307999508
1101	0.07307968566
1102	0.07307904581
1103	0.07307252438
1104	0.07307104639
1105	0.0730607077
1106	0.07305991609
1107	0.07304649822
1108	0.07303925648
1109	0.07303919524
1110	0.07303591568
1111	0.07303345477
1112	0.07303262406
1113	0.07303186627
1114	0.07303143135
1115	0.07303131976
1116	0.07302441695
1117	0.07302007578
1118	0.07301888022
1119	0.07301783868
1120	0.073004176
1121	0.07298760394
1122	0.07298482068
1123	0.07298245354
1124	0.07298013609
1125	0.07297925521
1126	0.07296969343
1127	0.07296813205
1128	0.07295945749
1129	0.07295564341
1130	0.0729552668
1131	0.07295039203
1132	0.07294958504
1133	0.07294460548
1134	0.07294216153
1135	0.07294108614
1136	0.07294047845
1137	0.07293376779
1138	0.07293307629
1139	0.0729272132
1140	0.07291870318
1141	0.07291813517
1142	0.0729120356
1143	0.07291172614
1144	0.07290408791
1145	0.07289972052
1146	0.07289318465
1147	0.07288237098
1148	0.07287082132
1149	0.07286879167
1150	0.0728672941
1151	0.07286480818
1152	0.07285032577
1153	0.07284452251
1154	0.07283855654
1155	0.07283336145
1156	0.07282429802
1157	0.07281925978
1158	0.07281807902
1159	0.07280192494
1160	0.07280048003
1161	0.07279151268
1162	0.0727888114
1163	0.07278393162
1164	0.07277678121
1165	0.07277314316
1166	0.07275658021
1167	0.07274779277
1168	0.07273583097
1169	0.07273192092
1170	0.07272680129
1171	0.07271528873
1172	0.07271262879
1173	0.07270005581
1174	0.07269497553
1175	0.07269178885
1176	0.07267650647
1177	0.07267288476
1178	0.07266408004
1179	0.07265844412
1180	0.07264627537
1181	0.07263779226
1182	0.07263049681
1183	0.07262428296
1184	0.0726214117
1185	0.0726142654
1186	0.07260890179
1187	0.07260358919
1188	0.07259445918
1189	0.07258622623
1190	0.07257192816
1191	0.07256290837
1192	0.07256152124
1193	0.07254763604
1194	0.0725380968
1195	0.07253046989
1196	0.07252368548
1197	0.07251385878
1198	0.07250210647
1199	0.07250162071
1200	0.07248096546
1201	0.07246467544
1202	0.07245008382
1203	0.07244288424
1204	0.0724390217
1205	0.07241938525
1206	0.07241878305
1207	0.07241421211
1208	0.07241284194
1209	0.0724056789
1210	0.07240485535
1211	0.07240065894
1212	0.07239949302
1213	0.07239125723
1214	0.07239053172
1215	0.07238653378
1216	0.07237853517
1217	0.0723771857
1218	0.07237615733
1219	0.07237567436
1220	0.07237472676
1221	0.07237332807
1222	0.07237177512
1223	0.07236298101
1224	0.07236254999
1225	0.07235795528
1226	0.07235733231
1227	0.07234662608
1228	0.07234633156
1229	0.07234559411
1230	0.07234550221
1231	0.07233656206
1232	0.0723326077
1233	0.07233203668
1234	0.0723187284
1235	0.07230387434
1236	0.07230343674
1237	0.07229572581
1238	0.07227903343
1239	0.07227867619
1240	0.07227344852
1241	0.07226274097
1242	0.07225726866
1243	0.07224665774
1244	0.07224597271
1245	0.07224521881
1246	0.07224066408
1247	0.07223274184
1248	0.07222438142
1249	0.07221009359
1250	0.072197706
1251	0.07219290703
1252	0.07218591549
1253	0.07218574697
1254	0.07218154468
1255	0.07217652479
1256	0.07217302357
1257	0.07217244206
1258	0.07217206616
1259	0.07216355398
1260	0.07215226503
1261	0.0721459276
1262	0.07214014698
1263	0.07213291503
1264	0.07212505278
1265	0.07212477577
1266	0.07211558463
1267	0.0721062573
1268	0.07210184961
1269	0.07209460801
1270	0.07208503443
1271	0.07208182217
1272	0.07208028778
1273	0.07206648862
1274	0.07205650397
1275	0.07205592996
1276	0.07205292851
1277	0.07205118043
1278	0.07204165304
1279	0.07204108896
1280	0.07204101532
1281	0.07204085617
1282	0.072040729
1283	0.07203671563
1284	0.07203661632
1285	0.07203647079
1286	0.07203638281
1287	0.07203166095
1288	0.07202855273
1289	0.07202840056
1290	0.07202493369
1291	0.07201987104
1292	0.07200882446
1293	0.07199878602
1294	0.07199867904
1295	0.07198821424
1296	0.07198364668
1297	0.07197538983
1298	0.07197061235
1299	0.07196105199
1300	0.07195007527
1301	0.0719483834
1302	0.07194761065
1303	0.07194511623
1304	0.07194194349
1305	0.07194013637
1306	0.07193150945
1307	0.07192892783
1308	0.07192196733
1309	0.0719170582
1310	0.07190868945
1311	0.0719006372
1312	0.07189173009
1313	0.07188838713
1314	0.07188297252
1315	0.07187267912
1316	0.07186120966
1317	0.07184739135
1318	0.07183976667
1319	0.0718317328
1320	0.07181688405
1321	0.07181432613
1322	0.07180969289
1323	0.07180377505
1324	0.07179118473
1325	0.07178604354
1326	0.0717804236
1327	0.07176698958
1328	0.0717584916
1329	0.07175131972
1330	0.07174795577
1331	0.0717368768
1332	0.07173327967
1333	0.07172674644
1334	0.07172443773
1335	0.07172245903
1336	0.07171620757
1337	0.07170925738
1338	0.07169746298
1339	0.07168839465
1340	0.07168079085
1341	0.07167499051
1342	0.07167299344
1343	0.07166985481
1344	0.07166547624
1345	0.07166487249
1346	0.07166246505
1347	0.07165353813
1348	0.07164696761
1349	0.07164635374
1350	0.07164181717
1351	0.07163437422
1352	0.07163355921
1353	0.07163049329
1354	0.07162640189
1355	0.07162359037
1356	0.07161456961
1357	0.07160858619
1358	0.07160173136
1359	0.07160127602
1360	0.07159959489
1361	0.07159799161
1362	0.07159393292
1363	0.07159123496
1364	0.07159097219
1365	0.0715893236
1366	0.07158840148
1367	0.07158253012
1368	0.07158138943
1369	0.0715775176
1370	0.07157456552
1371	0.071569335
1372	0.07156885792
1373	0.0715617979
1374	0.0715571489
1375	0.07155714052
1376	0.07155696743
1377	0.07155693294
1378	0.07155505339
1379	0.07155359124
1380	0.07155262839
1381	0.07155178779
1382	0.07155171564
1383	0.07155171209
1384	0.07154731056
1385	0.07154635518
1386	0.07154580589
1387	0.071539452
1388	0.07153807828
1389	0.07153761118
1390	0.07153739916
1391	0.07153703602
1392	0.07153673636
1393	0.07153668327
1394	0.07153365368
1395	0.07153199067
1396	0.0715298365
1397	0.07152838428
1398	0.07152829328
1399	0.07152827075
1400	0.07152816859
1401	0.07152807214
1402	0.07152736074
1403	0.07152735559
1404	0.07152664362
1405	0.07152655264
1406	0.07152612655
1407	0.07152113895
1408	0.07152111552
1409	0.07152105829
1410	0.07151788661
1411	0.07151767031
1412	0.07151591441
1413	0.07151187268
1414	0.07151186637
1415	0.07150921301
1416	0.07150912055
1417	0.07150910961
1418	0.07150876184
1419	0.07150414441
1420	0.07150391248
1421	0.07150385589
1422	0.07150009618
1423	0.07150004478
1424	0.07149482774
1425	0.0714930063
1426	0.07149248868
1427	0.07148845648
1428	0.07148764443
1429	0.07148691188
1430	0.07148636541
1431	0.07148630221
1432	0.0714820306
1433	0.07148089126
1434	0.0714718046
1435	0.07146732165
1436	0.07146301914
1437	0.0714512835
1438	0.07144186486
1439	0.07143464367
1440	0.07143441346
1441	0.0714343262
1442	0.07143427239
1443	0.07143408993
1444	0.07143271765
1445	0.07143187226
1446	0.07143159401
1447	0.07143146029
1448	0.0714231516
1449	0.07142102623
1450	0.07142080844
1451	0.07142072951
1452	0.0714083495
1453	0.07140815284
1454	0.07140762238
1455	0.07139333145
1456	0.07139303266
1457	0.07138673571
1458	0.07138356731
1459	0.07138271359
1460	0.07138202559
1461	0.07137577421
1462	0.07137552861
1463	0.07137415107
1464	0.07137048503
1465	0.07136723682
1466	0.07136663173
1467	0.071357304
1468	0.07134967662
1469	0.07134113881
1470	0.07133941157
1471	0.0713324136
1472	0.07133078525
1473	0.07132646373
1474	0.07132617977
1475	0.07132240697
1476	0.07131433004
1477	0.0713139882
1478	0.07131066239
1479	0.07131030274
1480	0.07131006618
1481	0.07130986209
1482	0.07130908946
1483	0.07130352011
1484	0.07130269925
1485	0.07129975591
1486	0.07129965302
1487	0.07129947763
1488	0.07129912557
1489	0.07129892404
1490	0.07129273596
1491	0.07129155407
1492	0.07128350186
1493	0.07128314223
1494	0.07127373657
1495	0.0712719979
1496	0.07125945231
1497	0.07125614426
1498	0.07124953649
1499	0.07124370796
1500	0.07124311053
1501	0.07124151889
1502	0.07122465967
1503	0.0712185186
1504	0.07121825274
1505	0.07120353074
1506	0.07120322137
1507	0.07120306055
1508	0.07119689424
