iter	Passed	Remaining
1362	12474	216338
1363	12485	216351
1364	12494	216349
1365	12504	216340
1366	12513	216344
1367	12522	216328
1368	12532	216326
1369	12541	216319
1370	12551	216317
1371	12560	216315
1372	12570	216319
1373	12579	216304
1374	12588	216300
1375	12598	216294
1376	12608	216299
1377	12619	216334
1378	12628	216322
1379	12637	216311
1380	12647	216301
1381	12655	216284
1382	12665	216285
1383	12674	216280
1384	12682	216237
1385	12691	216234
1386	12701	216233
1387	12710	216233
1388	12720	216235
1389	12730	216231
1390	12740	216242
1391	12749	216232
1392	12759	216233
1393	12770	216263
1394	12780	216256
1395	12789	216254
1396	12798	216245
1397	12808	216240
1398	12816	216221
1399	12822	216157
1400	12831	216139
1401	12840	216131
1402	12850	216123
1403	12859	216116
1404	12867	216095
1405	12877	216097
1406	12883	216034
1407	12892	216027
1408	12901	216014
1409	12910	216002
1410	12920	215996
1411	12929	215985
1412	12937	215969
1413	12946	215956
1414	12957	215977
1415	12966	215969
1416	12976	215970
1417	12986	215969
1418	12995	215965
1419	13004	215951
1420	13013	215934
1421	13022	215923
1422	13031	215911
1423	13041	215909
1424	13050	215900
1425	13059	215892
1426	13068	215877
1427	13078	215892
1428	13089	215912
1429	13098	215890
1430	13107	215890
1431	13116	215878
1432	13125	215861
1433	13134	215857
1434	13145	215870
1435	13154	215858
1436	13164	215856
1437	13173	215852
1438	13182	215832
1439	13191	215829
1440	13200	215813
1441	13210	215816
1442	13219	215806
1443	13227	215787
1444	13236	215771
1445	13245	215759
1446	13254	215751
1447	13263	215738
1448	13273	215738
1449	13282	215732
1450	13291	215717
1451	13300	215706
1452	13310	215700
1453	13317	215668
1454	13327	215663
1455	13336	215656
1456	13346	215664
1457	13355	215649
1458	13364	215641
1459	13373	215630
1460	13381	215595
1461	13390	215586
1462	13399	215580
1463	13409	215577
1464	13417	215547
1465	13425	215528
1466	13434	215517
1467	13444	215508
1468	13453	215502
1469	13462	215492
1470	13471	215485
1471	13481	215476
1472	13490	215468
1473	13499	215466
1474	13507	215434
1475	13516	215418
1476	13525	215408
1477	13532	215370
1478	13541	215360
1479	13551	215353
1480	13560	215343
1481	13569	215334
1482	13578	215320
1483	13587	215317
1484	13597	215309
1485	13610	215374
1486	13619	215360
1487	13628	215350
1488	13638	215349
1489	13647	215340
1490	13657	215334
1491	13666	215325
1492	13675	215310
1493	13684	215301
1494	13693	215289
1495	13701	215274
1496	13711	215265
1497	13719	215242
1498	13728	215226
1499	13737	215220
1500	13746	215211
1501	13755	215201
1502	13764	215190
1503	13774	215185
1504	13783	215171
1505	13792	215165
1506	13801	215155
1507	13811	215154
1508	13820	215144
1509	13829	215138
1510	13839	215133
1511	13848	215130
1512	13857	215117
1513	13866	215101
1514	13875	215099
1515	13884	215084
1516	13893	215073
1517	13903	215067
1518	13912	215057
1519	13921	215050
1520	13930	215041
1521	13939	215031
1522	13952	215076
1523	13966	215139
1524	13979	215193
1525	13990	215204
1526	13999	215202
1527	14009	215197
1528	14018	215198
1529	14025	215143
1530	14034	215136
1531	14043	215121
1532	14052	215117
1533	14062	215112
1534	14068	215067
1535	14079	215083
1536	14090	215098
1537	14099	215085
1538	14108	215077
1539	14117	215061
1540	14126	215046
1541	14134	215028
1542	14144	215026
1543	14153	215022
1544	14163	215015
1545	14171	214996
1546	14180	214988
1547	14190	214979
1548	14199	214966
1549	14208	214956
1550	14219	214984
1551	14229	214979
1552	14238	214968
1553	14247	214962
1554	14256	214948
1555	14265	214939
1556	14274	214929
1557	14284	214924
1558	14293	214915
1559	14302	214906
1560	14311	214889
1561	14320	214875
1562	14330	214880
1563	14338	214857
1564	14348	214857
1565	14356	214828
1566	14361	214769
1567	14371	214758
1568	14380	214749
1569	14389	214738
1570	14398	214732
1571	14408	214729
1572	14419	214746
1573	14425	214697
1574	14435	214692
1575	14444	214687
1576	14453	214679
1577	14463	214674
1578	14472	214674
1579	14482	214665
1580	14491	214654
1581	14500	214644
1582	14509	214638
1583	14518	214630
1584	14527	214618
1585	14536	214607
1586	14545	214586
1587	14555	214588
1588	14564	214579
1589	14575	214593
1590	14584	214590
1591	14593	214572
1592	14604	214589
1593	14613	214587
1594	14623	214578
1595	14631	214564
1596	14640	214554
1597	14650	214544
1598	14659	214545
1599	14669	214537
1600	14678	214530
1601	14687	214524
1602	14697	214519
1603	14711	214583
1604	14723	214609
1605	14732	214603
1606	14741	214595
1607	14750	214576
1608	14759	214566
1609	14768	214558
1610	14778	214555
1611	14787	214550
1612	14796	214538
1613	14805	214521
1614	14814	214515
1615	14823	214504
1616	14832	214492
1617	14841	214482
1618	14851	214479
1619	14860	214471
1620	14869	214462
1621	14878	214446
1622	14887	214436
1623	14896	214427
1624	14906	214425
1625	14915	214409
1626	14924	214400
1627	14933	214388
1628	14943	214391
1629	14957	214452
1630	14970	214504
1631	14985	214565
1632	14997	214597
1633	15008	214624
1634	15020	214657
1635	15039	214786
1636	15051	214813
1637	15061	214821
1638	15075	214877
1639	15087	214901
1640	15101	214961
1641	15111	214959
1642	15120	214955
1643	15129	214948
1644	15139	214941
1645	15148	214929
1646	15157	214917
